odom_x, odom_y, odom_th, timestamp, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570287794473, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570337595005, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570387516623, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570427523424, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570477566332, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570527826252, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570577817083, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570637572916, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570687557449, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570737575603, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570788519405, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570828512860, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570877576972, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747570977740770, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571087591125, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571187519763, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571277429341, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571377200750, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571487563740, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.5272989081758632e-05, 1732747571588523369, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.527298626483986e-05, 1732747571680638199, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.527297973014281e-05, 1732747571772777866, 
2.1824553186888807e-06, -2.5422891667403746e-06, 2.527297973014281e-05, 1732747571888728863, 
