acc_x, acc_y, angular_z, stamp, 
0.008182883262634277, -0.0365486741065979, -7.25107808047328e-12, 1727902672631310910, 
0.009764790534973145, 0.005052328109741211, 1.9743288219368592e-11, 1727902672656663575, 
0.0005559921264648438, -0.007363319396972656, 6.721621323127385e-11, 1727902672686639144, 
-0.005095481872558594, 0.005212903022766113, 6.403608999858115e-11, 1727902672717662165, 
0.005442500114440918, -0.018246769905090332, 8.175428692727446e-11, 1727902672747795339, 
-0.0017274022102355957, -0.0019497275352478027, 1.1960836190146334e-10, 1727902672777754080, 
-0.012740135192871094, -0.01802384853363037, 1.1794131688377558e-10, 1727902672808078935, 
0.021681785583496094, 0.02523273229598999, 1.9541689157749295e-06, 1727902672838582425, 
0.045123398303985596, 0.019888997077941895, 1.8539796361508527e-06, 1727902672870734584, 
0.017424285411834717, -0.01614004373550415, 2.183868480640528e-06, 1727902672898029905, 
-0.03285825252532959, -0.02318418025970459, 2.0324883917688785e-10, 1727902672928026904, 
-0.01685011386871338, -0.014064908027648926, 1.5423337230812258e-10, 1727902672950954795, 
-0.013344883918762207, -0.006617486476898193, 4.5253885455078146e-10, 1727902672988311332, 
0.011924147605895996, 0.0025770068168640137, 3.7001413248376224e-10, 1727902673018173667, 
-0.027876079082489014, -0.013465523719787598, 4.84256327857896e-10, 1727902673048210736, 
-0.008360803127288818, -0.008048534393310547, 4.985414356024651e-10, 1727902673079161285, 
0.009663403034210205, 0.009984910488128662, 4.624488724777112e-10, 1727902673110533060, 
0.027402281761169434, 0.0008485317230224609, 4.930450832603978e-10, 1727902673138371021, 
-0.03028208017349243, -0.054779767990112305, 1.9906234538671245e-06, 1727902673168320844, 
-0.021546244621276855, 0.008242249488830566, 1.9795891033111593e-06, 1727902673198439813, 
0.025391101837158203, 0.026374101638793945, 1.9889921087842755e-06, 1727902673228416276, 
0.046489715576171875, 0.003071129322052002, 6.448648774369683e-10, 1727902673258431540, 
-0.03804123401641846, -0.03979605436325073, 7.981455543399731e-10, 1727902673288515677, 
-0.0257871150970459, -0.007160782814025879, 9.13705796223598e-10, 1727902673318559194, 
-0.025397956371307373, -0.00865858793258667, 8.792704169108165e-10, 1727902673350558560, 
0.034381091594696045, 0.02565312385559082, 7.821187622321714e-10, 1727902673381017391, 
-0.01227635145187378, -0.01727735996246338, 1.1506148381090404e-09, 1727902673418725451, 
-0.007431447505950928, -0.008136093616485596, 8.769377991649384e-10, 1727902673448897237, 
0.012743771076202393, 0.029669344425201416, 7.994879499695633e-10, 1727902673478830588, 
0.020297586917877197, 0.02053380012512207, 5.487930291775804e-10, 1727902673509748662, 
0.00018858909606933594, -0.031598806381225586, 4.763465653571341e-10, 1727902673540744481, 
-0.04634314775466919, 0.0027239322662353516, 1.5615439321122784e-06, 1727902673578931609, 
