x, y, th, stamp, 
0.08465661108493805, -1.1281005144119263, -1.0926077114935706, 1727902622484611860, 
0.08465662598609924, -1.1281005144119263, -1.092607279352105, 1727902622553538638, 
0.08465662598609924, -1.1281005144119263, -1.0926073411731467, 1727902622582547314, 
0.08465662598609924, -1.1281005144119263, -1.0926073573730928, 1727902622644375690, 
0.08465662598609924, -1.1281005144119263, -1.0926073643954233, 1727902622695494663, 
0.08465662598609924, -1.1281005144119263, -1.0926073557668305, 1727902622743501364, 
0.08465662598609924, -1.1281005144119263, -1.0926073730426518, 1727902622792658807, 
0.08465662598609924, -1.1281005144119263, -1.0926073780197174, 1727902622834658788, 
0.08465662598609924, -1.1281005144119263, -1.092607198449155, 1727902622884137834, 
0.08465662598609924, -1.1281005144119263, -1.0926072170503476, 1727902622951869927, 
0.08465661108493805, -1.1281005144119263, -1.0926067683339846, 1727902622995794102, 
0.08465661108493805, -1.1281005144119263, -1.0926069164926842, 1727902623045733526, 
0.08465661108493805, -1.1281005144119263, -1.0926068796830348, 1727902623096901755, 
0.08465659618377686, -1.1281005144119263, -1.092606580357108, 1727902623142986147, 
0.08465659618377686, -1.1281005144119263, -1.092606546049553, 1727902623192754223, 
0.08465659618377686, -1.1281005144119263, -1.0926066995677646, 1727902623234620200, 
0.08465658128261566, -1.1281005144119263, -1.0926065698639977, 1727902623285768988, 
0.08465658128261566, -1.1281005144119263, -1.0926063789478513, 1727902623353855713, 
0.08465658128261566, -1.1281005144119263, -1.0926063815673277, 1727902623395181415, 
0.08465658128261566, -1.1281005144119263, -1.0926063803564967, 1727902623445601292, 
0.08465658128261566, -1.1281005144119263, -1.0926063732992048, 1727902623493633266, 
0.08465656638145447, -1.1281005144119263, -1.0926063935290566, 1727902623545538286, 
0.08465656638145447, -1.1281005144119263, -1.0926063147271599, 1727902623594374008, 
0.08465656638145447, -1.1281005144119263, -1.0926063007444151, 1727902623635520268, 
0.08465655148029327, -1.1281005144119263, -1.0926057031680148, 1727902623685562831, 
0.08465653657913208, -1.1281005144119263, -1.0926056144966965, 1727902623754919767, 
0.08465652167797089, -1.1281005144119263, -1.092605310001737, 1727902623794770066, 
0.08465652167797089, -1.1281005144119263, -1.0926055651580993, 1727902623845507798, 
0.08465652167797089, -1.1281005144119263, -1.092605547272291, 1727902623895378770, 
0.08465652167797089, -1.1281005144119263, -1.0926055470786293, 1727902623944560811, 
0.08465652167797089, -1.1281005144119263, -1.0926055249467472, 1727902623995334174, 
0.08465650677680969, -1.1281005144119263, -1.0926050663282498, 1727902624035491662, 
0.08465650677680969, -1.1281005144119263, -1.092604837096337, 1727902624085249682, 
0.08457572013139725, -1.128489375114441, -1.089610390415274, 1727902624155228506, 
0.08553989976644516, -1.1301778554916382, -1.0774662207793826, 1727902624194964374, 
0.08785039186477661, -1.133704662322998, -1.0579561147692158, 1727902624245197107, 
0.09048198908567429, -1.1384663581848145, -1.0314366258764653, 1727902624295239233, 
0.09406209737062454, -1.144317388534546, -0.9976440858850718, 1727902624344492902, 
0.09868860989809036, -1.1510944366455078, -0.9581766669757137, 1727902624395390879, 
0.1030593141913414, -1.1571604013442993, -0.9204969428266762, 1727902624435496025, 
0.10919255018234253, -1.1653774976730347, -0.8665629151766325, 1727902624486340606, 
0.11863324791193008, -1.1761035919189453, -0.796231571887425, 1727902624555264639, 
0.12275709211826324, -1.1803779602050781, -0.7660643944944089, 1727902624585536047, 
0.13102272152900696, -1.1884170770645142, -0.7056823746827084, 1727902624646257868, 
0.13860423862934113, -1.194478154182434, -0.6555833151996832, 1727902624695384811, 
0.14643031358718872, -1.2004035711288452, -0.6046479713233723, 1727902624744391327, 
0.15435296297073364, -1.2060588598251343, -0.5525468980339914, 1727902624795535093, 
0.16090987622737885, -1.2101107835769653, -0.5120997687299764, 1727902624835491974, 
0.16921567916870117, -1.214982509613037, -0.4606009759606171, 1727902624885138098, 
0.18143434822559357, -1.2208068370819092, -0.38994792983118276, 1727902624954804799, 
0.18827508389949799, -1.2237548828125, -0.349920154557909, 1727902624995388694, 
0.19575203955173492, -1.2263976335525513, -0.3100677067856263, 1727902625035528975, 
0.20689596235752106, -1.2298105955123901, -0.2499899311282714, 1727902625095397497, 
0.21623793244361877, -1.2322211265563965, -0.19866171465402402, 1727902625145458893, 
0.22560462355613708, -1.2339637279510498, -0.1486522816530958, 1727902625195242012, 
0.23324018716812134, -1.2349969148635864, -0.10806559960028314, 1727902625235388370, 
0.24267232418060303, -1.2360235452651978, -0.057084114292825665, 1727902625285539712, 
0.25622254610061646, -1.2364486455917358, 0.013041569531751378, 1727902625355784987, 
0.2637134790420532, -1.2362138032913208, 0.05334877384412192, 1727902625395008966, 
0.27369484305381775, -1.2358633279800415, 0.10453182596904713, 1727902625444720153, 
0.2834654450416565, -1.2346317768096924, 0.15482354334602547, 1727902625495528315, 
0.29266592860221863, -1.2334173917770386, 0.20481673534099046, 1727902625545397185, 
0.2998732030391693, -1.2319544553756714, 0.24276792570062383, 1727902625595320873, 
0.30468618869781494, -1.2308063507080078, 0.26965274174241793, 1727902625636363650, 
0.3104327619075775, -1.2290828227996826, 0.30151452717882626, 1727902625684049355, 
0.31942492723464966, -1.2262018918991089, 0.3537555013615156, 1727902625755094748, 
0.32332223653793335, -1.224663496017456, 0.3739957727118253, 1727902625783861907, 
0.3312608301639557, -1.221503734588623, 0.4173385728729426, 1727902625843738412, 
0.3375946879386902, -1.2186346054077148, 0.45387069170772637, 1727902625894323691, 
0.34385982155799866, -1.215881109237671, 0.49170048675507166, 1727902625945319643, 
0.34993547201156616, -1.2125524282455444, 0.5279148901132849, 1727902625995378327, 
0.35498225688934326, -1.209650993347168, 0.5587650198005167, 1727902626036363145, 
0.3607424795627594, -1.2060176134109497, 0.594536037307937, 1727902626083775933, 
0.36900895833969116, -1.2005059719085693, 0.646013765744882, 1727902626155517412, 
0.37370920181274414, -1.1971088647842407, 0.6758639205613645, 1727902626195859089, 
0.3790126442909241, -1.192742109298706, 0.711614717830384, 1727902626245397473, 
0.3843265473842621, -1.1883502006530762, 0.749038355705485, 1727902626295324879, 
0.38965004682540894, -1.1835672855377197, 0.7864521600788851, 1727902626345357218, 
0.39454254508018494, -1.1784186363220215, 0.8225181189967653, 1727902626395442854, 
0.39842918515205383, -1.1744990348815918, 0.8526637630825563, 1727902626435365265, 
0.40278440713882446, -1.1692636013031006, 0.8898620866645881, 1727902626483731792, 
0.4090145230293274, -1.161529302597046, 0.9422430142739787, 1727902626555554940, 
0.4124166667461395, -1.1568677425384521, 0.9718355169171334, 1727902626595204532, 
0.4161837697029114, -1.1511335372924805, 1.008783453086129, 1727902626645420194, 
0.4200291037559509, -1.1453287601470947, 1.0454154799083704, 1727902626695537080, 
0.42337778210639954, -1.1394155025482178, 1.0803462024221167, 1727902626745425053, 
0.4264582693576813, -1.133213996887207, 1.1167661846895418, 1727902626795414400, 
0.4290754795074463, -1.1283693313598633, 1.1469638308400507, 1727902626834798504, 
0.43191829323768616, -1.1221379041671753, 1.1830355903108813, 1727902626885346337, 
0.43547531962394714, -1.1129519939422607, 1.2336788215505359, 1727902626955043693, 
0.4366777837276459, -1.1096049547195435, 1.2516991642116542, 1727902626979925714, 
0.4396288990974426, -1.0999246835708618, 1.3056969333179687, 1727902627050174538, 
0.44162166118621826, -1.0928130149841309, 1.342243200487578, 1727902627090439509, 
0.4435977339744568, -1.082901954650879, 1.3931664733637963, 1727902627140419530, 
0.44538500905036926, -1.0736831426620483, 1.4443557176267356, 1727902627190029719, 
0.44651007652282715, -1.0644975900650024, 1.4933569678836869, 1727902627239699527, 
0.4470849633216858, -1.0529812574386597, 1.5539943547841788, 1727902627300499617, 
0.4473872780799866, -1.0471336841583252, 1.5851796064409958, 1727902627330012311, 
0.447330117225647, -1.0371732711791992, 1.6344757951135276, 1727902627379801585, 
0.4462408125400543, -1.0246294736862183, 1.7011551005423031, 1727902627445290303, 
0.44508230686187744, -1.014709711074829, 1.7523480517452243, 1727902627495407867, 
0.4432421326637268, -1.0053727626800537, 1.8013148280163245, 1727902627545540769, 
0.4411502778530121, -0.995875895023346, 1.852868543414035, 1727902627596445486, 
0.4390770494937897, -0.988484799861908, 1.89106488645843, 1727902627635463595, 
0.4358241856098175, -0.9792661070823669, 1.9407206082917234, 1727902627684762841, 
0.4314318597316742, -0.9673770070075989, 2.0060241072920015, 1727902627750336740, 
0.4276792109012604, -0.9594149589538574, 2.0509664201701288, 1727902627795077093, 
0.42317792773246765, -0.9509723782539368, 2.1019657210605964, 1727902627845364084, 
0.41833364963531494, -0.9425902366638184, 2.1531186697354694, 1727902627895409004, 
0.4125233590602875, -0.9346829652786255, 2.2027658268207886, 1727902627945491729, 
0.4075424075126648, -0.9274477362632751, 2.2510609248405626, 1727902627991557891, 
0.40228304266929626, -0.9208820462226868, 2.295485447205764, 1727902628035472920, 
0.39576637744903564, -0.9139190912246704, 2.3460630205035167, 1727902628085323156, 
0.38690492510795593, -0.9049333333969116, 2.412764033686545, 1727902628151070945, 
0.38035884499549866, -0.8992631435394287, 2.4572491209216976, 1727902628195118241, 
0.3730917274951935, -0.893179714679718, 2.509098478137845, 1727902628245420871, 
0.36528480052948, -0.8876714110374451, 2.5591023215101383, 1727902628294625645, 
0.35721153020858765, -0.8824033141136169, 2.6102604201689235, 1727902628345405853, 
0.34956422448158264, -0.8778926134109497, 2.6563239400465686, 1727902628391427648, 
0.3420672118663788, -0.873978316783905, 2.7002822852679933, 1727902628434754350, 
0.33346402645111084, -0.8699623346328735, 2.7512674730212043, 1727902628485512402, 
0.3213977813720703, -0.8653557300567627, 2.817593798985223, 1727902628552528085, 
0.3135792315006256, -0.8627572655677795, 2.8601840221462713, 1727902628595483570, 
0.30421075224876404, -0.8602315187454224, 2.9129476404113643, 1727902628644639559, 
0.2947227358818054, -0.8580862283706665, 2.9635789368223673, 1727902628695551598, 
0.2851536273956299, -0.8562179803848267, 3.0151173678048853, 1727902628745834396, 
0.27609601616859436, -0.8551145792007446, 3.0624203541612163, 1727902628792415452, 
0.2678472697734833, -0.8544996380805969, 3.1047692304167005, 1727902628835538928, 
0.2550239562988281, -0.8543727397918701, -3.1103823140523796, 1727902628902126969, 
0.2452724277973175, -0.8545882105827332, -3.058411846101576, 1727902628952432307, 
0.2396288961172104, -0.8551830649375916, -3.029201031147073, 1727902628982451883, 
0.2277500331401825, -0.8567289113998413, -2.9640469439461, 1727902629045399827, 
0.21844325959682465, -0.8584219813346863, -2.9151124732143026, 1727902629095082973, 
0.20956961810588837, -0.8605760931968689, -2.867087340725719, 1727902629142421383, 
0.2005123496055603, -0.863137423992157, -2.8164201216118125, 1727902629191393798, 
0.1925559937953949, -0.8659517168998718, -2.7736126609048553, 1727902629235351665, 
0.1836434155702591, -0.8695717453956604, -2.7240319297381856, 1727902629284955945, 
0.1716175228357315, -0.8750370144844055, -2.653887329841103, 1727902629353549943, 
