acc_x, acc_y, angular_z, stamp, 
-0.026708900928497314, 0.009171903133392334, 7.942047009623084e-11, 1727902622452559823, 
-0.008338510990142822, 0.009370386600494385, 1.0205680798412978e-10, 1727902622484563198, 
0.0669599175453186, 0.009508967399597168, 1.214692321671762e-10, 1727902622516040445, 
0.002447664737701416, -0.02258366346359253, 8.004254042669623e-11, 1727902622542598264, 
-0.046362340450286865, -0.0006909370422363281, 9.604162093349807e-12, 1727902622572675183, 
0.0025200843811035156, -0.00044971704483032227, 1.9867697642328987e-06, 1727902622602675433, 
0.05851566791534424, 0.006805896759033203, -6.465148981556804e-11, 1727902622632674215, 
0.00916963815689087, -0.007564961910247803, -3.928572181563876e-11, 1727902622662786042, 
-0.035674989223480225, 0.005301237106323242, -1.6242458489406687e-11, 1727902622692815148, 
-0.022753357887268066, 0.0037949681282043457, -4.964526478283509e-11, 1727902622724193246, 
0.016725540161132812, 0.025506973266601562, -1.2888931709745252e-10, 1727902622756025079, 
0.031180739402770996, 0.0038071870803833008, -1.2313901685595427e-10, 1727902622782997360, 
-0.005306422710418701, -0.0017401576042175293, -2.924185581705453e-11, 1727902622813119416, 
-0.019394218921661377, -0.010881543159484863, -8.253917942946648e-12, 1727902622843141823, 
0.002028346061706543, -0.007442653179168701, -1.0586434159972963e-11, 1727902622873082424, 
0.01762634515762329, -0.011209547519683838, 1.9709224843273396e-06, 1727902622903324460, 
-0.007615089416503906, -0.0489499568939209, -1.994120779884242e-06, 1727902622933214598, 
-0.02443605661392212, -0.009286701679229736, 2.162959059559945e-11, 1727902622964449134, 
-0.0025806427001953125, 0.0034766793251037598, 6.087167029729411e-11, 1727902622996404328, 
0.05482220649719238, 0.0072307586669921875, 9.353889995770029e-11, 1727902623023676513, 
0.007532000541687012, -0.03403812646865845, 1.370789481520357e-10, 1727902623053595417, 
-0.05883973836898804, 0.003993868827819824, -1.9978840311362636e-06, 1727902623083425624, 
-0.015823721885681152, 0.027456820011138916, 2.7981581719023063e-10, 1727902623113604960, 
0.031368374824523926, 0.004045307636260986, 1.7672953078846462e-10, 1727902623143557561, 
0.006327450275421143, -0.010537147521972656, 1.1579620883882872e-10, 1727902623173582396, 
-0.022658884525299072, -0.023093342781066895, 9.708453984968002e-11, 1727902623204347336, 
-0.018957316875457764, 0.0055612921714782715, 7.518204765963415e-11, 1727902623236250773, 
0.05180835723876953, 0.01436549425125122, 2.5878089046677993e-11, 1727902623263873969, 
0.0011938810348510742, -0.009191513061523438, -1.9984916625796967e-06, 1727902623293698715, 
-0.013159394264221191, -0.019955098628997803, 6.671618829187823e-12, 1727902623324537798, 
-0.018277347087860107, -0.01265627145767212, 2.808007543769276e-12, 1727902623354512225, 
0.04807788133621216, 0.018024146556854248, -5.3993544179925024e-12, 1727902623384474986, 
0.02827686071395874, -0.0016477704048156738, 1.2881611630931805e-11, 1727902623414530398, 
-0.01727306842803955, -0.05529552698135376, 7.482768480141192e-11, 1727902623445170485, 
-0.0052030086517333984, 0.0240439772605896, 1.8989988597323855e-10, 1727902623475925648, 
0.01839214563369751, 0.011669814586639404, 2.3150282198759456e-10, 1727902623506653826, 
0.02872788906097412, -0.006363332271575928, 4.1310871725802285e-10, 1727902623544829182, 
-0.006054341793060303, -0.031515419483184814, -2.0036833403389073e-06, 1727902623574570923, 
-0.04239112138748169, -0.0009363889694213867, -1.9768476477911707e-06, 1727902623604715344, 
0.0062847137451171875, 0.03864121437072754, -1.8822226729149265e-06, 1727902623636375138, 
0.041403114795684814, 0.0007339119911193848, -1.9446443775955128e-06, 1727902623667018982, 
9.620189666748047e-05, -0.004641830921173096, -2.120508642101155e-06, 1727902623695121471, 
-0.061475932598114014, 0.02042245864868164, 4.6248285789659986e-10, 1727902623724802362, 
-0.03581702709197998, -0.01928257942199707, -1.994864428570858e-06, 1727902623754677053, 
-0.0012028813362121582, 0.025346457958221436, -1.976575037393772e-06, 1727902623784831137, 
0.037987470626831055, -0.005450308322906494, -2.758789396946696e-11, 1727902623813657925, 
-0.04056668281555176, -0.02862989902496338, -1.914419093762997e-06, 1727902623844793056, 
-0.020297229290008545, 0.016529858112335205, 6.006401864091612e-11, 1727902623875904923, 
0.02884012460708618, -0.011972129344940186, 5.3084278490798324e-11, 1727902623908139236, 
0.025382936000823975, 0.007988512516021729, 5.496943295602457e-11, 1727902623934884103, 
-0.02693772315979004, -0.0026374459266662598, 7.343224023973493e-11, 1727902623964895132, 
-0.049901604652404785, 0.003080427646636963, 3.553646517516002e-11, 1727902623994851875, 
-0.0242081880569458, 0.010404825210571289, -6.688853090493762e-11, 1727902624015090766, 
0.024649083614349365, -0.018352508544921875, 1.4973419562342577e-06, 1727902624054888873, 
-0.02086108922958374, -0.0036340951919555664, -1.2178003986989647e-10, 1727902624084890452, 
-0.05076193809509277, 0.025238215923309326, -0.00011104381466477435, 1727902624116028674, 
0.5417847037315369, 0.04449349641799927, 0.04041561708816968, 1727902624148409887, 
1.1080094575881958, 0.2673031687736511, 0.26700675630143533, 1727902624175258995, 
0.6192578077316284, 0.3058761954307556, 0.33724605767575194, 1727902624205170250, 
0.3995131850242615, -0.023013770580291748, 0.3832108667182964, 1727902624235146705, 
0.12803900241851807, -0.15240466594696045, 0.46711662881139776, 1727902624265379749, 
0.4863865375518799, 0.5038922429084778, 0.5699529792094092, 1727902624295188272, 
0.5963742733001709, 0.3656856417655945, 0.6630670048126414, 1727902624325246498, 
0.3236074447631836, 0.021743178367614746, 0.6756948719887549, 1727902624356509893, 
0.4081048369407654, 0.5499653816223145, 0.7492546467850429, 1727902624388196884, 
0.4318263530731201, 0.3654925227165222, 0.9924284515638112, 1727902624414771119, 
0.08621740341186523, -0.22518163919448853, 0.9737908019332463, 1727902624445423130, 
0.10430341958999634, 0.02278822660446167, 1.073926994533854, 1727902624475532574, 
0.13077205419540405, 0.4062231183052063, 1.0358237566004065, 1727902624505731423, 
-0.22861015796661377, 0.304781973361969, 1.013196064366991, 1727902624535914714, 
-0.4776284694671631, 0.4477960467338562, 1.0104861407858887, 1727902624565575390, 
-0.41099613904953003, 0.020401835441589355, 0.9858642033402476, 1727902624596394758, 
-0.4686809778213501, 0.29905837774276733, 0.9581757211670932, 1727902624627913021, 
-0.19491416215896606, 0.1322304606437683, 1.0748784438729526, 1727902624655850479, 
-0.03038966655731201, -0.14971333742141724, 1.0255753858886394, 1727902624685820089, 
0.15626907348632812, 0.14894282817840576, 1.0336111001028352, 1727902624715973460, 
0.06083327531814575, 0.2708679437637329, 1.0438509653440793, 1727902624745864964, 
-0.05848562717437744, 0.5913469791412354, 1.0284909962579678, 1727902624775911517, 
-0.4519501328468323, 0.15287727117538452, 1.003864931900997, 1727902624805961896, 
-0.2886502742767334, -0.07915627956390381, 1.009956441940744, 1727902624836070620, 
0.10729306936264038, -0.009380936622619629, 0.9705446732799681, 1727902624867980151, 
0.31207937002182007, 0.4216455817222595, 1.001964134490791, 1727902624898696308, 
