imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.008073568344116211, -0.012624025344848633, -0.007390291272417902, 2.6714973277917194e-17, -8.383767750899486e-05, -3.186511610492904e-13, 0.00012575651626349233, 0.0, 1731537082.749461, 
-0.004322350025177002, -0.01084822416305542, -0.005356774392982431, -2.112931893445922e-10, -0.0003535314359553557, 5.976645012447337e-07, 0.00019061428196280513, -4.901771550705358e-13, 1731537082.8108456, 
-0.0007729530334472656, 0.0071776509284973145, -0.0024831196999038066, 4.860803674245611e-10, -0.00035803987037804285, -1.3576151921609299e-06, 0.00019295527328969033, 4.707756499911736e-12, 1731537082.8427489, 
-0.022015273571014404, -0.012496232986450195, -0.014543697717183425, -1.3195267525895324e-09, -0.0005860951698958794, 2.2513864989263573e-06, 0.000258426167923826, -5.1902114445245114e-12, 1731537082.8799431, 
0.01650470495223999, -0.01536250114440918, 0.004749088111891182, 0.00011459764914509664, 0.002608957516285892, 0.04392468962401415, 0.0005412836539399968, -2.0964314874316418e-07, 1731537082.9097023, 
0.5422770380973816, 0.2935292720794678, 0.3368694389170182, 0.008481285908884225, 0.024015797705713948, 0.3531544532816546, 0.0006615881247707163, 6.99015309630922e-06, 1731537082.9703326, 
-0.12958240509033203, 0.011995553970336914, 0.04795593568919054, 0.020813525604464832, 0.028342816497010766, 0.7343492347226668, 0.0018289616234575482, 0.00012171349519173654, 1731537083.0699306, 
0.6083098649978638, 0.11138784885406494, 0.3944000051018686, 0.06663402179281538, 0.06555203212294218, 1.0165058143101338, 0.0064888874481872595, 0.0008247732291120763, 1731537083.1901667, 
-0.29898303747177124, 0.2477591633796692, -0.03297390556357738, 0.13564434122024438, 0.13674319403562568, 0.9919641132918469, 0.019134083181910632, 0.0038875508525776847, 1731537083.279435, 
0.2353922724723816, -0.04019969701766968, 0.13000590780594434, 0.042832348233789924, 0.04184729944197621, 1.023539124506219, 0.03209910602828058, 0.010174495713946638, 1731537083.3707192, 
0.5250502228736877, 0.17911183834075928, 0.37511033283995315, 0.11362613660986935, 0.1125111965564447, 1.009909592001053, 0.03907360266488086, 0.0145786623268753, 1731537083.46054, 
-0.17171025276184082, 0.15341269969940186, 0.03651841888673263, 0.12340484685286288, 0.12227982099774526, 1.0092004211810088, 0.05082485222858967, 0.024788146118005228, 1731537083.5509837, 
0.11491256952285767, 0.07782375812530518, 0.08378246115966426, 0.09045400934532218, 0.08971360863388622, 1.0082529364575832, 0.06112085319657108, 0.0372159639212671, 1731537083.6430383, 
0.11190390586853027, 0.3496935963630676, 0.103834382935893, 0.23454211343420225, 0.1944787372232342, 1.2060038890780176, 0.07028546724319425, 0.05220516008743691, 1731537083.771352, 
-0.30811965465545654, 0.08032900094985962, -0.15311106576071695, 0.1545400523711923, 0.10713788748538187, 1.4424407275370077, 0.07845909526141945, 0.07441365019258797, 1731537083.8702433, 
0.14432984590530396, 0.1314285397529602, 0.03095500432858661, 0.15437121173473267, 0.10471401186730346, 1.4742173371253908, 0.08123090548592685, 0.09048555091655741, 1731537083.9945645, 
0.39231055974960327, 0.1859726905822754, 0.2544433612553297, 0.19671271415111627, 0.1297326159094937, 1.5162934376375359, 0.08041016314371162, 0.10619798610597601, 1731537084.07481, 
-0.29248249530792236, 0.07323455810546875, -0.08468902557763908, 0.16015862957018936, 0.10764052071051836, 1.4879027759528394, 0.07571782238933379, 0.1236871172691871, 1731537084.1718009, 
0.6416999101638794, 0.40956753492355347, 0.3671724016349883, 0.3144876480031609, 0.2240959724666139, 1.4033614461768773, 0.06635064903733194, 0.14158867943696654, 1731537084.2607493, 
0.020156025886535645, 0.18930292129516602, 0.15044901231211696, 0.2183843189589946, 0.19302030250539132, 1.1314059512102093, 0.045990384359897704, 0.1662640783592494, 1731537084.3819335, 
-0.09109872579574585, 0.31407809257507324, 0.0017933036703815797, 0.22676998353836, 0.22912527858493478, 0.9897204923825038, 0.022349107367010054, 0.1858424042474252, 1731537084.352149, 
-0.13967329263687134, -0.18724846839904785, -0.09048996813128153, 0.05550575771788553, 0.057157875623544574, 0.9710955334214958, -0.0009783870868296006, 0.1989071496505582, 1731537084.5422208, 
0.5556642413139343, 0.6275553107261658, 0.3156607003007376, 0.30719949105262323, 0.31026619578790626, 0.9901158915250329, -0.020579004283807503, 0.20709362203142237, 1731537084.6346264, 
-0.2331417202949524, 0.5838144421577454, -0.0224858302565476, 0.38372814626854285, 0.36902648083440753, 1.0398390527446522, -0.06738649583652043, 0.21798942691274292, 1731537084.752497, 
0.6421805024147034, -0.20494264364242554, 0.37992529984970747, 0.09810042092860657, 0.10273923724351186, 0.9548486397274841, -0.10746090250493492, 0.22022493841804078, 1731537084.8428512, 
0.13831883668899536, 0.09481275081634521, 0.2307259862929252, 0.15041614660353692, 0.15196537514067718, 0.9898053847088121, -0.122530090384895, 0.21903594047685182, 1731537084.9628217, 
0.258187472820282, -0.26058346033096313, 0.24314658626459734, 0.026640975131039676, 0.027882875167947407, 0.9554601155932675, -0.13623173527889737, 0.21550449486077172, 1731537085.0831146, 
-0.09174054861068726, 0.2189897894859314, 0.03962882599011894, 0.16834795603215705, 0.17039415359423957, 0.9879913863303366, -0.1462038970197884, 0.21205467670910386, 1731537085.1722403, 
0.11668646335601807, 0.2395646572113037, 0.08807356328941003, 0.20634394148474727, 0.2086888513723864, 0.9887636072927785, -0.16991533015849744, 0.1987438444547713, 1731537085.2635033, 
0.9347776770591736, 0.2046458125114441, 0.6104545905384452, 0.22507816550609344, 0.22738489137406495, 0.9898554127583755, -0.19325015936244205, 0.180222651271572, 1731537085.386625, 
-0.11005795001983643, 0.3082258701324463, 0.16521382045386235, 0.29160598499282697, 0.28868989217069924, 1.0101011254678895, -0.21662807595307387, 0.15574077886160154, 1731537085.4735925, 
0.48202550411224365, 0.5474584698677063, 0.3624857337335423, 0.39836428133306157, 0.3782155957992827, 1.0532730161250983, -0.24287139906661526, 0.1181111572481909, 1731537085.5637543, 
-0.34927016496658325, 0.4093272089958191, -0.07878331523483512, 0.36406926178189714, 0.35328755962218555, 1.0305182049751251, -0.2666707909049581, 0.06952129779294494, 1731537085.6839833, 
-0.21901541948318481, 0.11673945188522339, -0.16817408352179203, 0.2379897617350179, 0.24182219147798661, 0.9841518691086811, -0.28078273503848256, 0.023173144048968697, 1731537085.7740853, 
0.38712191581726074, -0.22649717330932617, 0.1709424577210123, 0.09389996948221935, 0.10014397548281498, 0.9376497091263656, -0.2846401133893538, -0.005921680977944533, 1731537085.8666356, 
-0.24238479137420654, 0.7060770988464355, -0.0761384762247296, 0.4083630099123686, 0.3995296497257927, 1.022109398370405, -0.2854626134831609, -0.03610135232006695, 1731537085.9844878, 
0.20207470655441284, 0.04174107313156128, 0.09123815032440658, 0.2310125250233905, 0.23981141613773757, 0.9633091232433516, -0.2777298852768304, -0.08684378846968852, 1731537086.075138, 
0.14134889841079712, -0.19102126359939575, 0.1185774435378391, 0.12182511845885462, 0.1286988280433753, 0.9465907367687604, -0.2689354036356676, -0.11463092522253054, 1731537086.1948617, 
