imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.06542561642758792, 0.015750622237208103, -0.06536227895000035, 2.2978318598767214e-13, -3.698625858620058e-06, -6.212663696495198e-08, -1.9386294034941514, -0.5000009442203731, 9517000000, 
-0.04631187580286585, -0.010274194014215332, -0.04633088819792332, -9.638398570189444e-14, 3.2184135368942173e-06, -2.994766974380346e-08, -1.9386471584695513, -0.5000009442347533, 9522000000, 
-0.03832500436295227, -0.01023363753405302, -0.03833299409777816, -5.1572093030261305e-15, 4.879860957072296e-08, -1.0568352968237503e-07, -1.938646788363263, -0.5000009442345447, 9584000000, 
-0.05223879265372399, -0.011269303409783559, -0.05222491430176489, 8.835340028851585e-14, -1.171193005366361e-06, -7.543880460665661e-08, -1.9386464875912024, -0.5000009442343744, 9672000000, 
-0.046019128096584094, -0.000990171653137066, -0.046025321282397315, 5.4386180849443166e-14, -8.964346549750028e-07, -6.066943145003663e-08, -1.9386463432201646, -0.500000944234294, 9737000000, 
-0.05525273896420861, 0.023811374231248773, -0.05524352954148546, 1.7304157177564883e-14, -1.9518808644283098e-07, -8.865375696294421e-08, -1.9386460134024621, -0.5000009442341119, 9832000000, 
-0.05237534092488618, 0.008487053500601817, -0.05237820304815218, 1.1983061991489725e-13, -1.5525254144343331e-06, -7.71843209784478e-08, -1.9386456844491764, -0.5000009442339322, 9911000000, 
-0.03711873627947974, 0.012226335167411364, -0.03708758994780631, 4.391380287184651e-11, -0.0005221731962432585, -8.409815591413259e-08, -1.892314766607265, -0.5000009192445765, 98481000000, 
-0.05683873498210456, -0.015242231672634592, -0.05681902323731787, 2.1417256978676003e-11, 2.7170571302014565e-06, 7.882519929600457e-06, -1.8923173493778742, -0.5000009192281455, 98486000000, 
-0.05842995296496934, -0.009109889896964794, -0.058428345149336695, -3.0378347657212225e-14, 3.3579856169828337e-07, -9.046598503452589e-08, -1.8923171352928172, -0.5000009192294935, 98528000000, 
6.915058317218335, -0.0009314104356328615, 6.908098742975711, 9.748026132247087e-14, -1.2681605846757808e-06, -7.686744289359282e-08, -1.8923168963793602, -0.500000919230919, 98593000000, 
-0.04492581251523562, -0.01339928729564761, -0.037986690094030884, -1.0401728900598462e-06, 0.06804310638783789, -1.528696947095537e-05, -1.892347830165328, -0.5000009190461737, 98665000000, 
-0.052935819793745814, -0.019341662385813516, -0.05292089898115626, -0.01839213990528426, 0.09994730921664155, -0.18401835976812778, -1.8892843783435944, -0.5000009374027304, 98710000000, 
-0.05772428920947957, -0.006907775548208464, -0.05771949535144001, -0.014493794339454035, 0.09854160024656665, -0.14708300152613996, -1.884586804017605, -0.5000010075938979, 98757000000, 
-0.04464871127843127, -0.015407629902626743, -0.044661755940892466, -0.01906734136039582, 0.0994906286793696, -0.19164962181357315, -1.8825174805904576, -0.5000189326918182, 98778000000, 
-0.03350109541024571, 0.010005870562602557, -0.033512233874881406, -0.012156481294285666, 0.09571738542279688, -0.12700390049925425, -1.8768469231447666, -0.5000855747243341, 98835000000, 
-0.02756536379659182, -0.0016288740960562313, -0.027571298375642716, -0.012826639007624192, 0.09849608276782035, -0.1302248642502845, -1.86928678470866, -0.5002570085764253, 98914000000, 
-0.027267460729083495, -0.00232729699598719, -0.027267763893713378, -0.014742142298883126, 0.09835298423814753, -0.14989013717354177, -1.8641676735856778, -0.5004244923514047, 98966000000, 
-0.025699687621475786, -0.023927799382609607, -0.025701252366245677, -0.014072243831419912, 0.10141157390402294, -0.1387636863297087, -1.8595484783129248, -0.5006069455466601, 99013000000, 
-0.06775192432264408, -0.01920560062883441, -0.06770995748476187, -0.015579982205683476, 0.10091536340464949, -0.1543866234045158, -1.853672927591707, -0.5008804894623052, 99071000000, 
-0.030461134610581517, -0.017580125619333784, -0.030498308919798683, -0.011680602740492627, 0.10061185810489036, -0.11609568653741897, -1.847929086981582, -0.5011942532665661, 99128000000, 
-0.18289411510274736, 0.0010410507943097239, -0.18274202332936842, -0.011863552101693731, 0.09875532237398088, -0.12013076173015894, -1.8419044969929501, -0.5015765420348358, 99188000000, 
0.03745523560508861, -0.047568554604485766, 0.037235479852359865, -0.008957446830827989, 0.10476800543206338, -0.0854979227092037, -1.8325437198999484, -0.502236027204593, 99283000000, 
-0.19571202076120034, 0.014444488977521713, -0.1954795387547973, -0.008174078727273458, 0.09753116064164133, -0.08380991955286445, -1.8246086882774892, -0.5028861242488537, 99359000000, 
0.09894522320587545, -0.04272160604976799, 0.09865138666127299, -0.010109766809981127, 0.10205377653335669, -0.09906313272666306, -1.8192645237663239, -0.5033589352001382, 99414000000, 
-0.0008411152365215696, 0.004501125996409923, -0.0007418218747486521, -0.008551718926465071, 0.09814561016550608, -0.08713297428223264, -1.8127618574822317, -0.5039644684469715, 99478000000, 
-0.07290340866362155, -0.014901938404369233, -0.07283139090010744, -0.00852605362541513, 0.10025670375903727, -0.08504222965386073, -1.8064136114004312, -0.5045962388313052, 99543000000, 
-0.04331788678478103, -0.007323110091306525, -0.04334734131247779, -0.007571824360804482, 0.09976849257378843, -0.07589394372381027, -1.80242527025402, -0.5050159789215786, 99583000000, 
-0.04785636357710422, -0.006549769293322406, -0.047851863385163916, -0.007428422983455931, 0.09993237248647695, -0.07433450040887561, -1.7964740395518068, -0.5056627706729621, 99643000000, 
-0.061026656274124805, 0.02761811735752484, -0.061013507761436256, -0.0055179784772370725, 0.09756413602688087, -0.056557447254150434, -1.7914098737779827, -0.506236498402261, 99694000000, 
-0.057870693223386095, -0.01137033236812713, -0.05787382955112212, -0.00542409159490682, 0.10037272599029247, -0.05403949669984463, -1.787436690146398, -0.5067018858792633, 99735000000, 
-0.03324453542983282, -0.026228446495626195, -0.03326911544983003, -0.0064268559510217175, 0.10124995341973608, -0.06347514970578709, -1.7832506739572054, -0.5072020450836154, 99777000000, 
-0.10966808031841352, 0.004474515782428183, -0.1095918337941279, -0.007132380839986813, 0.09935973619198264, -0.07178341160453208, -1.7794314202121313, -0.5076671783583259, 99815000000, 
-0.04430644071670903, -0.0026626264472914274, -0.04437159540189263, -0.0057784945256074945, 0.09983225017455377, -0.05788204228096598, -1.7732190478819019, -0.5084389743004569, 99878000000, 
-0.07064812621322489, -0.007744706310380189, -0.07062190201376113, -0.005802222104922693, 0.10023293303155704, -0.057887382214944647, -1.7691593854592718, -0.5089619773031614, 99919000000, 
-0.05284356978324965, 0.0019759596128233452, -0.05286131263110626, -0.006032295579201069, 0.09964174989920759, -0.06053983982921843, -1.767171755704089, -0.5092228387586417, 99939000000, 
-0.07948148812219213, 0.011510215592535901, -0.07945492104599397, -0.006985018301119321, 0.09900203855201692, -0.07055428760135384, -1.7651961594523498, -0.5094844480062868, 99959000000, 
-0.07264744596526568, -0.026806390116907018, -0.07265423970159109, -0.007597780244621624, 0.1014089947042985, -0.07492215327423586, -1.7620558610101262, -0.5099041577764337, 99991000000, 
-0.0626936313881088, 0.010832274989153214, -0.06270357211369867, -0.005922433215582613, 0.09878371612233788, -0.05995353736488334, -1.7580364609228896, -0.5104506021839343, 100031000000, 
-0.04180752338719961, -0.012484777113370408, -0.041828377594476725, -0.005300754380288517, 0.10045851465011574, -0.05276560577020646, -1.7543182745915507, -0.5109674474097501, 100069000000, 
-0.09953095723204722, 0.0103631251145022, -0.09947336977815659, -0.005785868417134787, 0.09920679677944212, -0.05832129052607159, -1.753323582675387, -0.5111080246107468, 100079000000, 
-0.007039463451944658, 0.007809241148850999, -0.0071317129474403745, -0.006166222006229267, 0.09926261234843736, -0.062120287390626375, -1.7527342390963028, -0.5111916322324164, 100085000000, 
-0.03250982328918223, 0.006623692749341714, -0.03248449580155861, -0.005900641906355201, 0.09931202063405528, -0.05941518326465105, -1.749982568657324, -0.5115829821793716, 100113000000, 
-0.059863718453456095, -0.0026843518147990466, -0.05983639357004221, -0.005275416333046305, 0.09995994537371702, -0.05277530228056124, -1.7417252431167756, -0.5127720172060805, 100197000000, 
-0.07692121875887932, 0.003822794759995106, -0.07690416788046896, -0.005653566886006369, 0.09961792534069434, -0.05675250580325891, -1.7366828854989067, -0.5135238080179799, 100248000000, 
-0.039610345794402826, -0.02492005490899636, -0.03964756515138664, -0.004714574604842618, 0.10126364186394776, -0.04655742691119938, -1.7347130430525304, -0.5138229242327731, 100268000000, 
-0.03697051984008108, -0.01764229856940513, -0.03697319100856767, -0.005081598976082929, 0.10068824826460111, -0.05046864022034499, -1.7223002802730334, -0.5157221886842455, 100392000000, 
-0.052354788233592055, 0.0058156584580078136, -0.05233943726396219, -0.0049655994431895304, 0.09956260084215977, -0.04987414351561262, -1.7165326832879977, -0.5166387928452352, 100450000000, 
-0.044546427288110715, 0.0034245768970268117, -0.04455420460439165, -0.004994859408325896, 0.09967053606850534, -0.05011370065164333, -1.7114218506646928, -0.5174663671858696, 100502000000, 
