x, y, theta, stamp, 
7.913530862424523e-05, -9.20883467188105e-05, 0.0009153111339319901, 1729716611002370566, 
7.913530862424523e-05, -9.20883467188105e-05, 0.0009153115995995503, 1729716611062372022, 
7.913530862424523e-05, -9.20883467188105e-05, 0.0009153119488502203, 1729716611112453554, 
7.913530862424523e-05, -9.20883467188105e-05, 0.0009153122981008905, 1729716611161595828, 
8.920510299503803e-05, -0.00010185543942498043, 0.0009153126473515605, 1729716611212483220, 
0.0017962898127734661, 3.4348631743341684e-06, 0.0019941845750920196, 1729716611253071580, 
0.008894635364413261, 0.00021729602303821594, 0.009570324261041228, 1729716611321568376, 
0.01671760156750679, 0.0003785934532061219, 0.017250005309646134, 1729716611371830202, 
0.024101823568344116, 0.0004800509777851403, 0.023714399856171027, 1729716611413396391, 
0.03484298661351204, 0.0011284956708550453, 0.036748514330010064, 1729716611462460679, 
0.04708298668265343, 0.0017003286629915237, 0.05196517883248508, 1729716611512395657, 
0.06206008046865463, 0.0027328464202582836, 0.0694131999612568, 1729716611562400887, 
0.09080518782138824, 0.004959527403116226, 0.10060819324910587, 1729716611652384547, 
0.12753592431545258, 0.009279861114919186, 0.1449867070709227, 1729716611771540609, 
0.1551424115896225, 0.013751205056905746, 0.17515558416340513, 1729716611861506650, 
0.1850363165140152, 0.019425636157393456, 0.21206726076659685, 1729716611961584922, 
0.21349069476127625, 0.025813953951001167, 0.24689972531214818, 1729716612056302528, 
0.24766044318675995, 0.03496190160512924, 0.2928272694944846, 1729716612173024751, 
0.2738930284976959, 0.04362121969461441, 0.3593224095153489, 1729716612262492182, 
0.3022283613681793, 0.055148374289274216, 0.4379238923962845, 1729716612362401530, 
0.32673877477645874, 0.06739186495542526, 0.5078665637612815, 1729716612451720849, 
0.35868674516677856, 0.08646661788225174, 0.590810679612368, 1729716612573296266, 
0.3810725212097168, 0.10249321907758713, 0.6491355221227156, 1729716612662412527, 
0.4056744873523712, 0.12188494205474854, 0.697333156313325, 1729716612761532642, 
0.42626306414604187, 0.13945189118385315, 0.7393808610389259, 1729716612852156752, 
0.4529663622379303, 0.16502666473388672, 0.795855381661448, 1729716612973975438, 
