x, y, theta, stamp, 
1.8541550161899067e-07, -2.1597317356736312e-07, 2.145854042557972e-06, 1729718993177418613, 
1.8541550161899067e-07, -2.1597317356736312e-07, 2.1458539947844718e-06, 1729718993219098168, 
1.8541550161899067e-07, -2.1597317356736312e-07, 2.1458541781349223e-06, 1729718993286792443, 
-3.5022799238504376e-07, 4.0795038103169645e-07, -4.053322007527861e-06, 1729718993336716898, 
3.3375495149812195e-06, -3.8874559322721325e-06, 3.862562844436307e-05, 1729718993366817207, 
0.002607929054647684, 2.1190993720665574e-05, 0.006883087788675637, 1729718993428995255, 
0.007478625047951937, 0.00025345562607981265, 0.017558393148572077, 1729718993479217386, 
0.014379773288965225, 0.0003013204550370574, 0.027890333432909056, 1729718993527120376, 
0.02242165617644787, 0.0006292031612247229, 0.04300436071452868, 1729718993576883716, 
0.030823316425085068, 0.0010242406278848648, 0.06096818976850359, 1729718993620038064, 
0.047171276062726974, 0.002353974152356386, 0.09340066858261771, 1729718993687518627, 
0.06139132380485535, 0.0038851480931043625, 0.12337466950581066, 1729718993738432248, 
0.07480771839618683, 0.005673949606716633, 0.1515498909739213, 1729718993780355042, 
0.10645812749862671, 0.011206293478608131, 0.21597116555398088, 1729718993881008694, 
0.1355164796113968, 0.018380427733063698, 0.27601606567721865, 1729718993979122987, 
0.1615407019853592, 0.026282843202352524, 0.3273626380102624, 1729718994068639610, 
0.1935424506664276, 0.037924814969301224, 0.39272384921392367, 1729718994179001314, 
0.22125226259231567, 0.04996442422270775, 0.44750487373445014, 1729718994279084637, 
0.24833011627197266, 0.06389777362346649, 0.5021567574249888, 1729718994378947628, 
0.2723097503185272, 0.0776713490486145, 0.5512012750148707, 1729718994469222159, 
0.30064257979393005, 0.09592824429273605, 0.6091957303844826, 1729718994579347589, 
0.32544541358947754, 0.11407114565372467, 0.6577093799018744, 1729718994678927298, 
0.3499540686607361, 0.1336239129304886, 0.700373143229821, 1729718994778941782, 
0.3706960082054138, 0.15141445398330688, 0.7296166397509266, 1729718994869031205, 
0.3950800895690918, 0.17398039996623993, 0.7653725627701609, 1729718994979388102, 
0.41734233498573303, 0.195893794298172, 0.8032035664226744, 1729718995079138330, 
0.4386584758758545, 0.2183644026517868, 0.8372969204122955, 1729718995178935457, 
0.44707173109054565, 0.22771422564983368, 0.8463781485542652, 1729718995219206818, 
0.47091931104660034, 0.25553327798843384, 0.865045861508768, 1729718995338750427, 
0.48830777406692505, 0.27643969655036926, 0.8732589757794593, 1729718995428866226, 
0.5080979466438293, 0.3004441261291504, 0.8818083482942551, 1729718995529200909, 
0.5255899429321289, 0.3218439817428589, 0.8891747438827778, 1729718995619053556, 
0.5561887621879578, 0.3602581024169922, 0.9005907968429213, 1729718995778912842, 
0.5749713182449341, 0.38429707288742065, 0.9044838348940661, 1729718995878948398, 
0.5938525795936584, 0.40829116106033325, 0.9032836255654086, 1729718995979107762, 
